DATE,No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5_Category,PM10_Category,TEMP_Category,PRES_Category
2013-04-12,1020.5,55.5,121.25,16.708333333333332,54.91304347826087,745.4090909090909,46.85916666666666,11.225,1003.7916666666666,-6.220833333333334,0.0,1.2583333333333333,Sedang,Sedang,Ideal,Ideal
2013-04-13,1044.5,46.583333333333336,87.16666666666667,12.416666666666666,28.904761904761905,450.0,65.74845,15.470833333333333,996.1583333333333,-3.5666666666666664,0.0,4.3875,Sedang,Sedang,Ideal,Tidak Ideal
2013-04-14,1068.5,28.208333333333332,85.95833333333333,10.041566666666666,27.561971428571432,470.0,84.32073913043477,11.3375,1001.3666666666667,-9.891666666666667,0.0,2.470833333333333,Baik,Sedang,Ideal,Ideal
2013-04-15,1092.5,69.95833333333333,197.125,46.041666666666664,44.833333333333336,1212.5,69.20833333333333,11.970833333333333,994.7083333333334,-1.5166666666666666,0.0,2.5458333333333334,Sedang,Buruk,Ideal,Tidak Ideal
2013-04-16,1116.5,51.916666666666664,137.04166666666666,33.625,27.291666666666668,829.125,86.04166666666667,13.525,998.2333333333332,-1.9000000000000001,0.0,2.6833333333333336,Sedang,Sedang,Ideal,Tidak Ideal
2013-04-17,1140.5,49.0,89.04166666666667,23.5,29.208333333333332,620.8333333333334,81.25,11.404166666666667,1003.0958333333333,-3.6374999999999997,0.0,2.8166666666666664,Sedang,Sedang,Ideal,Ideal
2013-04-18,1164.5,12.125,33.583333333333336,5.161391304347826,9.225166666666667,216.66666666666666,93.49500869565217,10.0625,1014.0583333333334,-16.150000000000002,0.0,4.158333333333333,Baik,Baik,Ideal,Ideal
2013-04-19,1188.5,43.708333333333336,79.125,19.625,30.333333333333332,722.2222222222222,67.91666666666667,6.691666666666666,1015.3083333333334,-3.3125,0.0,2.5500000000000003,Sedang,Sedang,Ideal,Ideal
2013-04-20,1212.5,74.20833333333333,94.58333333333333,11.458333333333334,41.166666666666664,795.2380952380952,65.70833333333333,8.845833333333333,1011.8708333333334,-1.2416666666666667,0.0,1.7416666666666665,Sedang,Sedang,Ideal,Ideal
2013-04-21,1236.5,117.58333333333333,157.79166666666666,26.4333,57.990100000000005,1017.6470588235294,60.69521666666666,11.320833333333333,1009.2583333333333,0.6083333333333333,0.0,1.6583333333333332,Buruk,Buruk,Ideal,Ideal
2013-04-22,1260.5,171.66666666666666,195.16666666666666,43.91304347826087,64.6086956521739,1199.9130434782608,38.391304347826086,11.970833333333333,1005.4208333333332,4.216666666666667,0.0,1.325,Sangat Buruk,Buruk,Ideal,Ideal
2013-04-23,1284.5,174.95833333333334,175.54166666666666,16.041333333333334,58.796108333333336,1121.695652173913,18.234658333333332,10.941666666666668,1002.6875,7.454166666666667,0.0625,1.4833333333333334,Sangat Buruk,Buruk,Ideal,Ideal
2013-04-24,1308.5,43.291666666666664,40.0,5.327333333333333,24.065244999999997,521.7391304347826,53.833283333333334,13.674999999999999,1001.975,0.5833333333333334,0.0,2.9875000000000003,Sedang,Baik,Ideal,Ideal
2013-04-25,1332.5,12.69276528588041,28.805877349043854,3.1845,13.892149999999999,365.2173913043478,90.01910833333334,15.316666666666668,1003.9250000000001,-7.708333333333333,0.0,3.329166666666667,Baik,Baik,Ideal,Ideal
2013-04-26,1356.5,47.875,93.66666666666667,23.782608695652176,31.095238095238095,508.69565217391306,89.73913043478261,16.420833333333334,1001.4833333333332,-2.4499999999999997,0.0,1.6416666666666666,Sedang,Sedang,Ideal,Ideal
2013-04-27,1380.5,58.541666666666664,130.58333333333334,37.98753333333333,29.217445833333333,865.1739130434783,111.52713333333332,17.8125,1002.0291666666667,-0.4458333333333333,0.0,2.3541666666666665,Sedang,Sedang,Ideal,Ideal
2013-04-28,1404.5,82.45833333333333,133.79166666666666,55.02843333333333,43.240087499999994,1560.608695652174,100.84306666666667,15.6625,1001.3833333333333,1.9208333333333334,0.0,1.9083333333333332,Buruk,Sedang,Ideal,Ideal
2013-04-29,1428.5,15.0,49.5,2.9523666666666664,6.066666666666666,270.5882352941176,109.05529166666668,21.650000000000002,1002.7583333333333,-9.029166666666667,0.0,4.766666666666667,Baik,Baik,Ideal,Ideal
2013-04-30,1452.5,18.041666666666668,52.666666666666664,6.625,14.958333333333334,295.6521739130435,91.43478260869566,20.7625,1005.0375,-9.904166666666667,0.0,3.7541666666666664,Baik,Sedang,Ideal,Ideal
2013-05-01,1476.5,34.166666666666664,100.33333333333333,24.25,27.666666666666668,616.6666666666666,95.375,17.2375,1006.1625,-1.4166666666666667,0.0,1.8208333333333335,Baik,Sedang,Ideal,Ideal
2013-05-02,1500.5,72.08333333333333,127.58333333333333,43.666666666666664,39.166666666666664,1120.7916666666667,103.5,18.445833333333333,1003.65,1.7833333333333332,0.0,2.0208333333333335,Sedang,Sedang,Ideal,Ideal
2013-05-03,1524.5,54.75,86.20833333333333,21.916666666666668,26.333333333333332,786.9130434782609,130.113875,18.020833333333332,1007.7333333333332,5.179166666666666,0.0,2.1458333333333335,Sedang,Sedang,Ideal,Ideal
2013-05-04,1548.5,98.41666666666667,148.0,22.25,47.333333333333336,836.3636363636364,105.93350434782609,18.029166666666665,1007.8874999999999,5.633333333333333,0.0,1.8541666666666667,Buruk,Sedang,Ideal,Ideal
2013-05-05,1572.5,137.16666666666666,215.33333333333334,37.958333333333336,44.041666666666664,1041.6666666666667,135.45833333333334,20.108333333333334,1007.5041666666666,9.179166666666667,0.0,1.3083333333333333,Buruk,Buruk,Ideal,Ideal
2013-05-06,1596.5,198.39606114352162,242.7784213647544,33.05263157894737,39.05,1473.6315789473683,180.86584,22.349999999999998,1005.5208333333334,11.966666666666667,0.0,1.375,Sangat Buruk,Buruk,Ideal,Ideal
2013-05-07,1620.5,69.62636686112984,90.17052818852626,,,,,22.462500000000002,1006.2125,11.283333333333333,0.0,1.3166666666666667,Sedang,Sedang,Ideal,Ideal
2013-05-08,1644.5,69.62636686112984,90.17052818852626,,,,,20.504166666666666,1004.9083333333333,9.987499999999999,0.0,1.9083333333333332,Sedang,Sedang,Ideal,Ideal
2013-05-09,1668.5,69.62636686112984,90.17052818852626,,,,,16.929166666666667,1000.8666666666667,10.6625,0.0,1.4791666666666667,Sedang,Sedang,Ideal,Ideal
2013-05-10,1692.5,69.62636686112984,90.17052818852626,,,,,19.575,992.5416666666666,3.391666666666666,0.0,2.3833333333333333,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-11,1716.5,69.62636686112984,90.17052818852626,,,,,22.558333333333334,986.7958333333332,-3.4791666666666665,0.0,2.6791666666666667,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-12,1740.5,69.62636686112984,90.17052818852626,,,,,21.016666666666666,991.4958333333334,-2.5416666666666665,0.0,1.6416666666666666,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-13,1764.5,69.62636686112984,90.17052818852626,,,,,21.375,993.525,3.9791666666666665,0.0,1.8625,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-14,1788.5,69.62636686112984,90.17052818852626,,,,,22.770833333333332,999.1875,1.5041666666666667,0.0,2.654166666666667,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-15,1812.5,59.354850097231584,130.0019307609298,45.81489230769231,41.798892307692306,1011.1111111111111,160.4604769230769,21.645833333333332,1007.2666666666668,5.058333333333333,0.0,1.7791666666666668,Sedang,Sedang,Ideal,Ideal
2013-05-16,1836.5,49.416666666666664,117.625,30.957733333333334,43.3071375,1019.95,118.48895652173914,20.341666666666665,1007.9333333333334,8.504166666666666,0.0,1.7041666666666666,Sedang,Sedang,Ideal,Ideal
2013-05-17,1860.5,109.45833333333333,146.54166666666666,37.75,51.666666666666664,1251.9565217391305,106.62575833333334,19.641666666666666,1003.0375,11.683333333333332,0.0,1.2333333333333334,Buruk,Sedang,Ideal,Ideal
2013-05-18,1884.5,135.41666666666666,166.5,28.604733333333332,55.69902916666666,1224.9,79.4775,19.829166666666666,997.6625,13.716666666666667,0.0,1.7041666666666666,Buruk,Buruk,Ideal,Tidak Ideal
2013-05-19,1908.5,43.333333333333336,104.52499999999999,7.75,24.666666666666668,456.5217391304348,74.47804166666667,19.591666666666665,991.8874999999999,2.7375000000000003,0.0,3.8541666666666665,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-20,1932.5,32.98443195254708,126.125,10.952333333333334,45.588235294117645,450.0,88.97239090909092,20.0625,991.7666666666668,-0.5958333333333333,0.0,2.3125,Baik,Sedang,Ideal,Tidak Ideal
2013-05-21,1956.5,72.25,213.75,37.71736666666667,57.188494444444444,1043.6875,123.7838,22.1125,990.9666666666667,8.75,0.0,1.375,Sedang,Buruk,Ideal,Tidak Ideal
2013-05-22,1980.5,74.875,184.45833333333334,37.64156666666667,46.1267,1493.6875,127.35454166666666,22.90833333333333,1001.6750000000001,7.358333333333333,0.0,1.8583333333333334,Sedang,Buruk,Ideal,Ideal
2013-05-23,2004.5,65.56776528588041,120.75710534118859,32.5,44.25,1373.608695652174,109.59232173913043,22.212500000000002,1001.4666666666667,8.083333333333334,0.0,1.3875,Sedang,Sedang,Ideal,Ideal
2013-05-24,2028.5,58.375,109.45833333333333,17.782608695652176,29.181818181818183,1252.0,99.43478260869566,23.058333333333334,1003.1958333333333,10.691666666666668,0.008333333333333333,2.3208333333333333,Sedang,Sedang,Ideal,Ideal
2013-05-25,2052.5,43.958333333333336,110.375,17.75,33.0,845.7916666666666,135.125,23.724999999999998,1001.7916666666666,11.825000000000001,0.0,1.6833333333333333,Sedang,Sedang,Ideal,Ideal
2013-05-26,2076.5,83.54166666666667,118.95833333333333,22.25,32.5,1208.3333333333333,64.29166666666667,21.070833333333333,1000.15,17.054166666666667,0.13333333333333333,1.7458333333333333,Buruk,Sedang,Ideal,Ideal
2013-05-27,2100.5,30.458333333333332,35.583333333333336,3.2083333333333335,16.208333333333332,490.90909090909093,93.40022499999999,19.029166666666665,998.7624999999999,15.625,0.004166666666666667,1.3333333333333333,Baik,Baik,Ideal,Tidak Ideal
2013-05-28,2124.5,79.33333333333333,96.79166666666667,3.9565217391304346,53.34782608695652,938.0952380952381,27.39908181818182,19.941666666666666,996.6833333333334,15.620833333333332,0.016666666666666666,1.3791666666666667,Buruk,Sedang,Ideal,Tidak Ideal
2013-05-29,2148.5,10.666666666666666,43.625,3.125,16.166666666666668,259.09090909090907,77.55120000000001,23.875,999.8125,0.7166666666666667,0.0,2.9416666666666664,Baik,Baik,Ideal,Tidak Ideal
2013-05-30,2172.5,35.208333333333336,119.29166666666667,11.041666666666666,40.041666666666664,550.0,113.11734166666668,24.320833333333336,997.1999999999999,5.329166666666667,0.0,1.7750000000000001,Sedang,Sedang,Ideal,Tidak Ideal
2013-05-31,2196.5,79.375,173.04166666666666,26.0,41.208333333333336,991.2608695652174,137.70603333333335,24.05,994.0458333333332,12.4,0.0,1.5916666666666668,Buruk,Buruk,Ideal,Tidak Ideal
2013-06-01,2220.5,58.333333333333336,108.5,9.875,24.833333333333332,709.0909090909091,105.56899130434783,24.34166666666667,997.7583333333333,7.075,0.0,1.825,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-02,2244.5,132.79166666666666,217.20833333333334,53.625,44.375,2558.0,73.08333333333333,20.954166666666666,996.2958333333332,13.075000000000001,0.0,1.575,Buruk,Buruk,Ideal,Tidak Ideal
2013-06-03,2268.5,103.45833333333333,132.08333333333334,7.958333333333333,23.791666666666668,1283.2083333333333,125.83333333333333,25.416666666666668,996.1791666666667,11.9375,0.0,1.8458333333333332,Buruk,Sedang,Tidak Ideal,Tidak Ideal
2013-06-04,2292.5,91.08333333333333,126.33333333333333,11.5,29.916666666666668,1408.125,99.04166666666667,19.283333333333335,1003.1833333333334,16.304166666666667,1.1166666666666667,1.3041666666666667,Buruk,Sedang,Ideal,Ideal
2013-06-05,2316.5,93.04166666666667,99.95833333333333,4.043478260869565,31.666666666666668,1742.5714285714287,36.13636363636363,18.129166666666666,1003.4291666666667,18.129166666666666,0.48750000000000004,0.9333333333333332,Buruk,Sedang,Ideal,Ideal
2013-06-06,2340.5,95.66666666666667,92.45833333333333,4.791666666666667,40.416666666666664,1937.2916666666667,9.166666666666666,18.970833333333335,1001.4958333333334,18.958333333333332,0.05833333333333333,0.8416666666666667,Buruk,Sedang,Ideal,Ideal
2013-06-07,2364.5,98.625,108.08333333333333,4.541666666666667,37.791666666666664,1687.4583333333333,5.0,19.849999999999998,999.7875,19.849999999999998,0.6374999999999998,0.8125,Buruk,Sedang,Ideal,Tidak Ideal
2013-06-08,2388.5,112.04166666666667,124.79166666666667,4.434782608695652,38.56521739130435,1947.3809523809523,5.363636363636363,19.529166666666665,999.0124999999999,19.529166666666665,0.10416666666666667,0.9833333333333334,Buruk,Sedang,Ideal,Tidak Ideal
2013-06-09,2412.5,35.791666666666664,45.708333333333336,2.89275,23.31308695652174,1409.7,29.033304347826085,18.154166666666665,1001.7875,17.712500000000002,0.2791666666666667,1.2833333333333334,Sedang,Baik,Ideal,Ideal
2013-06-10,2436.5,16.041666666666668,35.875,3.2843999999999998,26.740325,,38.06918181818182,19.6125,1003.6625,15.345833333333333,0.004166666666666667,1.0916666666666666,Baik,Baik,Ideal,Ideal
2013-06-11,2460.5,46.083333333333336,62.416666666666664,4.3568,22.80943333333333,366.6666666666667,84.61885,20.091666666666665,999.7208333333333,14.620833333333332,0.0,1.4583333333333333,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-12,2484.5,61.625,79.75,10.956521739130435,27.958333333333332,534.7826086956521,125.5,20.466666666666665,999.3541666666666,14.174999999999999,0.0,1.2791666666666666,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-13,2508.5,107.91666666666667,149.83333333333334,24.75,34.25,808.3333333333334,143.54166666666666,23.308333333333334,999.6416666666668,15.433333333333332,0.0,1.4833333333333334,Buruk,Sedang,Ideal,Tidak Ideal
2013-06-14,2532.5,128.25,211.33333333333334,25.863636363636363,50.04545454545455,700.0,121.35,24.5125,999.5833333333334,14.233333333333334,0.0,1.4166666666666667,Buruk,Buruk,Ideal,Tidak Ideal
2013-06-15,2556.5,114.29166666666667,188.83333333333334,37.666666666666664,42.291666666666664,891.4583333333334,128.70833333333334,24.858333333333334,998.5208333333334,14.737499999999999,0.0,1.0833333333333333,Buruk,Buruk,Ideal,Tidak Ideal
2013-06-16,2580.5,140.04166666666666,165.04166666666666,10.434782608695652,31.25,891.304347826087,66.86363636363636,21.53333333333333,995.1666666666666,19.195833333333333,0.13749999999999998,0.9166666666666666,Buruk,Buruk,Ideal,Tidak Ideal
2013-06-17,2604.5,18.041666666666668,37.916666666666664,4.75,26.416666666666668,220.0,71.54166666666667,25.224999999999998,992.7125,16.9875,0.0,1.1791666666666667,Baik,Baik,Tidak Ideal,Tidak Ideal
2013-06-18,2628.5,39.458333333333336,76.41666666666667,8.291666666666666,27.75,500.0,106.13636363636364,26.587500000000002,989.1958333333333,16.841666666666665,0.0,1.4166666666666667,Sedang,Sedang,Tidak Ideal,Tidak Ideal
2013-06-19,2652.5,33.375,71.08333333333333,9.125,17.40909090909091,986.2727272727273,83.89230833333333,27.95,993.9333333333334,16.570833333333333,0.0,1.05,Baik,Sedang,Tidak Ideal,Tidak Ideal
2013-06-20,2676.5,45.979850097231584,64.58333333333333,4.541666666666667,12.210526315789474,965.2173913043479,63.49594166666666,26.108333333333334,998.5041666666666,17.525000000000002,0.0,0.9249999999999999,Sedang,Sedang,Tidak Ideal,Tidak Ideal
2013-06-21,2700.5,42.48488757292369,106.5,7.875,22.5,1082.4782608695652,59.708333333333336,26.09166666666667,1000.3416666666667,17.154166666666665,0.0,1.0541666666666667,Sedang,Sedang,Tidak Ideal,Ideal
2013-06-22,2724.5,33.916666666666664,77.41666666666667,3.7083333333333335,25.375,504.1666666666667,26.666666666666668,21.558333333333334,999.6708333333332,19.983333333333334,0.15416666666666667,0.8791666666666668,Baik,Sedang,Ideal,Tidak Ideal
2013-06-23,2748.5,18.083333333333332,60.25,3.125,22.545454545454547,430.4347826086956,65.62455,25.066666666666666,994.9250000000001,16.758333333333333,0.0,0.9541666666666666,Baik,Sedang,Tidak Ideal,Tidak Ideal
2013-06-24,2772.5,166.125,225.125,6.5,23.5,1552.0869565217392,87.21739130434783,23.758333333333336,993.7541666666666,20.583333333333332,0.2833333333333333,1.0250000000000001,Sangat Buruk,Buruk,Ideal,Tidak Ideal
2013-06-25,2796.5,42.458333333333336,79.29166666666667,5.458333333333333,10.8,1295.7083333333333,49.0,21.041666666666668,991.8125,20.808333333333334,0.19166666666666665,1.0083333333333333,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-26,2820.5,62.291666666666664,111.20833333333333,4.125,15.095238095238095,1139.0434782608695,70.66666666666667,24.2625,988.6833333333334,20.037499999999998,0.004166666666666667,1.5250000000000001,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-27,2844.5,7.75,68.29166666666667,3.0833333333333335,13.052631578947368,452.17391304347825,56.57102608695653,26.108333333333334,989.6333333333333,18.466666666666665,0.0,1.1958333333333333,Baik,Sedang,Tidak Ideal,Tidak Ideal
2013-06-28,2868.5,157.33333333333334,228.41666666666666,7.708333333333333,28.272727272727273,1677.090909090909,54.49539047619047,24.53333333333333,992.3583333333332,22.775000000000002,2.025,1.0916666666666666,Sangat Buruk,Buruk,Ideal,Tidak Ideal
2013-06-29,2892.5,47.666666666666664,94.04166666666667,4.708333333333333,11.954545454545455,1374.875,49.833333333333336,22.679166666666664,995.6125000000001,22.041666666666668,0.008333333333333333,1.0,Sedang,Sedang,Ideal,Tidak Ideal
2013-06-30,2916.5,144.75,205.875,5.136733333333333,35.566250000000004,2199.6363636363635,3.227272727272727,23.958333333333332,995.0500000000001,23.9375,0.024999999999999998,0.9583333333333334,Buruk,Buruk,Ideal,Tidak Ideal
2013-07-01,2940.5,105.20833333333333,150.375,5.178266666666667,24.18056086956522,1437.952380952381,2.6,24.6375,990.375,23.979166666666668,0.07083333333333333,1.0125,Buruk,Buruk,Ideal,Tidak Ideal
2013-07-02,2964.5,3.2083333333333335,32.291666666666664,3.25,9.555555555555555,295.23809523809524,83.13636363636364,27.583333333333332,986.4666666666667,18.5625,0.47500000000000003,1.6708333333333334,Baik,Baik,Tidak Ideal,Tidak Ideal
2013-07-03,2988.5,7.583333333333333,41.25,3.75,17.285714285714285,400.0,61.91304347826087,28.020833333333332,987.0583333333334,19.0,0.0,1.3583333333333334,Baik,Baik,Tidak Ideal,Tidak Ideal
